Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore_adj,Yes_Top,training
0,1,1,0,1,0,0,0,0,0,0,0,0,2016,89,6.8,4729,,,0,1
1,1,0,0,0,0,0,0,0,1,0,0,0,2013,124,7,410125,89.02,5.4,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2014,112,7.1,280110,191.62,7.1,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2007,157,7.7,329683,33.05,7.8,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,117,7,36312,3.37,8.3,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2013,130,7.2,591023,408.99,6.2,0,1
0,0,0,0,0,1,0,0,0,1,0,0,1,2013,115,7.3,492324,117.7,5,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,2009,128,7.6,501769,209.02,5.7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2007,113,7.1,220236,,,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,2015,119,7,110773,12.71,6.6,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2014,98,6,122838,72.66,4.7,0,1
1,0,0,0,0,0,0,1,0,0,0,0,0,2011,110,6.1,204874,36.38,3.3,1,0
1,0,0,0,1,0,0,0,0,0,0,0,0,2016,105,5.8,30405,14.9,3.4,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2015,127,5.3,150121,47.38,4,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2016,95,5.8,26508,17.36,4.7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,99,6.1,726,,,0,0
1,0,0,0,0,0,1,0,1,0,0,0,0,2016,118,7.5,58782,2.13,7.2,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2012,112,7.2,226631,65,6.6,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,92,5.7,76327,55.29,5.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,107,7.7,96,,,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,2013,143,7.1,577010,291.02,5.5,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2016,111,6.6,20514,18.71,2.6,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,2016,94,5.7,34523,64.06,3.4,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2006,109,6.8,302268,124.73,6.2,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2016,127,7.1,43929,15.43,6.6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2007,158,8.1,400682,40.22,9.2,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,2014,132,7.2,249425,101.53,5.7,1,1
1,0,0,1,0,0,1,0,0,0,0,0,0,2013,121,7.5,218996,125.07,6,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2012,95,7,295554,42.04,7.2,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2008,97,5.5,67033,48.24,5.5,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2010,104,6.4,105619,31.58,4.6,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,2014,148,6.7,69509,8.09,8.1,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2016,113,6.2,57207,77.04,3.4,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2016,110,5.5,403,,,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,2006,104,6,193479,62.49,4.5,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2016,110,6.1,59886,46.81,5.1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2009,129,7.7,237221,255.95,5.3,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2013,180,7.8,103150,2.2,8.8,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,2014,93,6.8,132580,0.92,8.6,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2014,144,7.4,385598,255.11,5.9,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2007,138,7.5,385325,292,7.1,1,0
1,0,0,0,0,0,1,0,0,0,0,1,0,2013,126,7,199048,4.56,8.4,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2016,112,5.2,73093,34.91,3.3,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,2016,81,5.3,1263,,,0,0
0,0,0,0,1,0,0,0,1,0,0,0,1,2015,94,6.2,81429,65.07,5.5,1,1
1,0,0,0,0,1,0,0,0,0,0,0,1,2011,131,7.3,300803,209.81,6.6,1,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2006,104,6.5,95960,65.27,4.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,84,6.4,616,0.01,7.4,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,2008,114,7.3,203096,5.69,5.3,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,2011,109,6.7,319025,37.55,5.3,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2010,120,7.7,510100,96.92,9.5,1,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2015,106,6,71149,27.36,3.4,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,2015,110,6,37975,5.77,3.6,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,2016,103,7.4,12643,0.04,5.4,0,1
0,0,0,0,0,1,0,0,1,0,0,0,1,2015,95,7,62885,3.22,7.9,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2015,133,5.4,43085,7.1,5.1,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2016,87,6.9,34248,72.66,5.6,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,2014,133,7.3,353305,350.12,7.2,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2013,117,8,352801,27.3,8.4,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2012,150,7.4,207497,182.2,8.6,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,2013,123,8.1,339722,26.9,7.5,0,1
0,0,0,0,0,0,1,1,1,0,0,0,0,2016,97,6.1,18201,,,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2012,122,7.8,564364,132.09,8.1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,88,5.9,115,,6.4,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2014,126,7.8,271301,124.87,6.9,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2014,117,6.5,93764,46.28,3.1,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,2009,107,6.6,217464,155.02,4.6,1,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2012,119,7.4,452369,66.47,8.4,0,1
1,0,0,0,0,0,1,0,0,0,0,0,1,2013,131,6.4,173320,73.1,5.2,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2016,102,6.8,36322,76.2,7.1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2007,139,6.2,406219,336.53,5.9,0,0
1,1,0,0,0,0,0,0,0,0,1,0,0,2011,110,5.8,92329,20.32,3.5,1,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2007,127,7.7,220664,38.35,6.6,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,2013,138,7.3,379088,150.12,9,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,2009,102,5.1,96617,16.2,4.7,0,1
0,0,0,0,1,0,0,1,0,0,1,0,0,2011,94,7.7,320323,56.82,8.1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,89,7.3,1396,,8.3,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,124,6.6,97679,56.44,5.6,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,119,7.1,33352,2.02,4.7,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2016,96,6.7,45579,11.08,6.4,1,1
0,1,0,0,0,0,0,0,0,0,0,1,1,2015,119,6.3,171970,130,4.2,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2014,102,5.5,59958,17.18,3,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,118,7.4,5496,,,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,2014,123,7.7,299718,35.89,7.2,0,1
0,0,0,0,1,0,0,1,0,0,0,0,0,2013,107,6.6,327838,101.47,6.7,0,0
0,0,0,0,1,0,1,1,0,0,0,0,0,2013,123,7.8,221600,15.29,5.5,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2008,98,6.9,223065,100.47,5.1,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2014,100,5.7,14248,0.05,4.2,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2013,132,7.8,417663,228.76,7.2,1,1
0,1,0,0,1,0,0,0,1,0,0,0,0,2009,88,7.7,409403,75.59,7.3,0,1
0,0,0,0,1,0,0,0,0,1,0,0,0,2016,106,6.3,89059,30,7.2,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2008,120,8,677044,141.32,8.6,1,1
0,1,0,0,0,0,1,1,0,0,0,0,0,2012,115,5.5,194329,292.3,5.2,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,117,6.9,286,,,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2012,136,7,474320,262.03,6.6,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2016,123,5.7,28326,26.38,3.8,0,1
1,0,0,0,0,0,1,0,0,0,0,1,0,2016,89,6,702,3.85,6.2,0,1
1,0,0,0,0,0,0,0,0,1,0,1,0,2014,113,6.8,335531,102.41,5.7,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2016,113,6.3,38430,14.27,3.6,0,0
1,0,0,0,0,1,0,1,0,0,0,0,0,2008,110,6.7,312495,134.57,6.4,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,2016,111,6.9,31776,27.37,7.1,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,2016,99,5.7,7583,2.2,3.3,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2015,123,6.9,135706,62.56,6.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,133,7.6,175673,109.71,8.2,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,2016,97,7.1,61812,4.21,6.4,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,2014,126,6.1,137568,39.29,3.5,0,1
0,0,0,0,1,0,0,1,1,0,0,0,0,2014,86,7.6,84016,3.33,7.6,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,124,7.4,169083,52.42,5.7,1,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,81,6.6,45867,,6.7,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,2015,142,7.6,217938,72.31,8.1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,2014,100,7.8,266508,257.76,8.3,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2015,121,7.1,154647,43.25,6.4,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,2015,105,5.6,101092,78.75,2.7,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2010,140,6.7,221117,105.22,5.3,1,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2013,126,6.7,355362,132.55,6,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2012,132,6.6,220667,73.06,5.1,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,2016,100,6.3,31913,20.57,6.3,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2015,115,5.8,31194,10.64,3.9,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2015,122,7.2,116112,17.75,8.2,1,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2016,98,5,102,,4.3,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2013,101,5.4,114482,133.67,1.9,0,1
0,0,0,0,0,0,1,1,0,0,1,0,0,2015,112,7.2,112288,42.48,5.1,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2008,112,6.8,342355,134.52,6.1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2009,113,5.5,86417,109.18,2.3,0,1
0,0,0,0,1,0,0,0,0,0,0,1,0,2015,85,6,26587,,3.1,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2012,110,6.1,113686,113.71,7.2,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,2015,91,6.4,159830,336.03,5.6,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2016,91,3.9,240,,7.1,0,0
1,0,0,1,0,1,0,0,0,0,0,0,0,2008,92,7.1,93972,0.1,,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2010,95,7.7,410607,251.5,7.2,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2014,118,6.7,49041,26.76,2.9,0,0
0,0,0,0,0,0,1,0,0,1,0,0,1,2015,100,6.7,40529,0.23,7.4,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,2012,157,7.4,226661,95.72,9.5,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2010,100,7.8,316459,200.81,7.1,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2015,137,6.6,202380,281.67,6.5,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,2015,99,6.1,74589,58.88,3.4,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,2008,93,7.8,502961,145,5,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2015,115,6.5,108306,183.44,6.3,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2013,104,7.3,252119,268.49,6.5,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2016,130,7.2,35417,,8.9,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,2016,98,5.6,48161,21.2,3.8,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,2014,102,5.4,34546,1.82,5.5,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,108,6.9,164,,8.5,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,2007,123,7.8,202890,50.92,,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2010,146,7.7,357213,294.98,6.5,1,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2011,101,7.2,155010,4,7.2,0,1
1,0,0,0,0,0,1,0,0,0,0,0,1,2011,111,6.8,164208,40.25,6.5,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2007,88,5.7,8914,0.04,3.5,0,0
1,0,0,0,0,0,0,0,1,0,1,0,0,2016,108,5.8,35003,10.91,4.5,0,1
1,0,0,0,0,0,1,1,0,0,0,0,0,2014,102,6.2,237887,106.37,4.8,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2016,99,5.9,100702,62.4,2.8,0,1
0,0,0,0,0,0,1,1,0,0,1,0,0,2008,166,7.8,485075,127.49,7,1,0
1,0,0,0,0,1,0,0,0,0,0,0,1,2014,102,6.5,122185,13.75,4.6,0,1
1,0,0,0,0,0,0,0,0,1,0,0,1,2007,115,8.1,525700,227.14,8.5,0,1
0,0,0,0,0,0,0,0,1,1,0,0,1,2010,104,5.2,43648,,5.5,0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,2016,109,6,54216,79,,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2009,170,8.4,238789,6.52,6.7,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,102,4.7,48297,28.84,3.4,0,0
1,1,0,0,0,0,0,0,1,0,0,0,0,2013,116,7,494819,202.35,6.3,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,2011,132,7.4,382459,209.36,7.3,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2016,102,6.4,223,,5.6,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,2013,97,7.1,81301,0.03,,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2015,123,7.1,58421,37.43,3.3,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2012,114,7.6,156189,19,7.3,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2013,103,6.6,214825,28.75,4.1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,88,5.6,220,,6.3,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2013,130,6.3,181521,234.9,4.4,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2015,117,7.5,94977,38.32,8.7,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,2009,100,7.7,156620,75.28,8,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2010,112,7.4,151409,9.7,8.1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,81,6,4531,,3.1,0,0
0,1,0,0,0,0,0,0,1,1,0,0,0,2006,125,6.6,184152,46.98,,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,2012,95,7.1,213764,13.4,5.9,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,2016,101,7.9,52331,5.2,8.1,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2014,102,7.8,309186,222.49,7.4,0,0
0,0,0,0,0,0,1,0,1,0,0,0,0,2013,100,5.9,113272,35.27,5.3,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2010,124,7,556666,312.06,5.7,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,101,7,58720,1.82,4.9,0,1
1,0,0,0,0,0,0,0,1,1,0,0,0,2009,108,6.8,126656,10.33,2.8,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,2013,119,6.5,214994,98.9,4.1,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2011,109,6.1,202682,55.09,3.6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2012,115,8.3,192263,0.61,7.6,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2009,108,6.7,241709,163.95,4.8,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,2015,100,6,95119,90.35,3.4,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2011,117,6.4,182069,103.03,3.3,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2008,119,7.3,159736,22.88,6.9,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2010,125,7.6,294553,92.17,7.4,0,1
0,0,0,0,0,0,0,0,1,1,0,0,1,2016,97,6,51235,35.79,4.2,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,109,6.6,8229,4.07,6.3,0,0
0,0,0,0,0,0,1,0,0,1,0,1,0,2014,97,7.5,187760,,6.9,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,2015,103,6.3,57602,80.02,6,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0,2011,129,7.5,357436,186.83,4.8,0,0
1,0,0,0,0,1,0,0,0,1,0,0,0,2010,100,6.4,255813,118.31,6.5,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1,2013,91,6.9,111558,1.01,6.1,1,1
1,0,0,0,0,0,0,0,0,0,0,1,1,2009,112,8,556794,115.65,8.1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,2010,107,6.7,199900,119.22,6.4,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2007,157,7.8,337835,130.13,7.6,1,0
0,0,0,1,0,0,1,0,0,0,0,0,0,2006,123,6.4,83941,15.96,6.5,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2009,158,5.8,297984,166.11,4.9,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2009,153,7.5,351059,301.96,7.8,1,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2012,120,7.7,481274,136.02,8.6,0,0
0,0,0,1,1,0,1,0,0,0,0,0,0,2016,106,7.4,56332,15.79,5.4,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,2006,137,8.5,278103,11.28,8.9,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,94,5.7,8404,,4.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,96,8.3,61,,7.1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,113,6.7,41642,,7.1,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2008,111,7.2,226619,62.88,6.7,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,2014,97,6.5,93799,45.09,4.7,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2016,115,6.3,48400,12.63,5.2,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,97,7.7,17584,,4.3,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2016,97,6.3,55781,107.51,,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,2012,94,7.8,254446,45.51,8.4,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2007,117,6.7,102954,118.82,8.1,0,1
0,0,0,0,0,0,1,0,0,0,1,0,1,2013,115,6.7,84765,71.35,3.4,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,2015,105,6.6,166489,53.85,5.6,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,2007,111,8,504039,206.44,9.6,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,2010,98,6.5,36091,0.02,6.6,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2010,118,6.9,241359,94.82,5.3,0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,2008,85,7,313803,80.03,6.4,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,2015,114,5.3,44553,28.77,3.4,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,2013,108,6.3,94707,2.61,7.8,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,2007,101,7.2,565721,256.39,6.5,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,2012,106,6.8,278379,179.02,5.8,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,2011,112,7.1,298913,126.98,7.2,1,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2009,109,7.4,228339,73.34,3.4,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2009,96,8.3,722203,292.98,8.8,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,2015,131,6.3,159364,81.69,4.3,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2015,118,7.2,77995,0.25,9.5,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2016,109,6.5,27428,,6.8,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,124,7.3,52636,2.7,6.4,0,1
0,0,0,0,0,0,1,1,0,0,1,0,0,2009,141,7.9,166872,,6.3,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2016,110,5.7,291,,5.4,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,2012,131,6.5,107960,47.31,5.9,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2009,95,7.7,398972,32.39,7.6,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2013,94,4.3,83625,8.83,1.8,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,2013,91,7.8,622089,274.08,9.6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2008,94,7.8,144614,9.03,5.5,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2007,124,7.2,267820,46.98,5.3,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,2008,91,5,170897,64.51,3.4,1,1
0,1,0,0,0,0,1,0,1,0,0,0,0,2015,132,7.1,47289,66.01,7.2,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,115,5.7,42506,,6,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2010,92,7.1,294950,58.4,7.2,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2014,150,6,137299,65.01,5.2,1,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2015,120,6.9,188769,31.57,4.1,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2013,161,7.9,513744,258.36,6.6,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2013,111,6.2,1356,0.05,5.1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,2016,120,7.2,24100,2.96,5.9,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2013,117,5.3,84927,16.97,4.8,1,1
1,0,0,0,0,0,1,0,0,0,0,0,0,2016,133,4.7,1830,23.05,5.7,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,2016,112,6.6,36156,,,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2010,106,7,36043,0.06,6,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,2016,103,3.9,552,93.05,6.1,0,1
1,0,0,0,0,0,1,0,0,0,0,1,0,2013,109,6.6,358932,,,0,1
0,1,0,0,0,0,0,0,1,0,0,0,0,2013,100,5.4,26461,7.19,3.8,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2014,123,6.4,318058,200.66,6.2,0,1
1,1,0,0,0,0,0,0,0,1,0,0,0,2012,135,6.7,245374,113.17,6.1,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2006,117,6.9,74674,7.46,4.7,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,92,5.4,12758,64.03,5.9,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,2006,126,7,253858,,,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,2014,89,6.4,352698,126.55,6.1,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,125,7.2,1024,1.08,7.7,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2014,132,6.5,143389,43.57,3.9,0,0
1,0,0,0,0,1,0,0,0,1,0,0,0,2012,130,7,250811,58.68,5,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,2016,108,5.7,24761,0.54,2.2,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2016,92,7.3,198,,4.3,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2016,108,6.1,7115,,,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,2010,128,7.2,137964,15.52,7.7,0,1
0,0,0,0,0,0,0,0,0,1,0,1,1,2011,105,7.4,444417,79.24,5.9,0,1
1,0,0,0,0,0,0,0,0,1,0,1,0,2016,107,6.3,27042,,3.9,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2007,126,7.1,177247,53.68,,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2015,103,5.7,4912,,3.9,0,0
0,0,0,0,0,0,1,0,0,1,0,1,0,2016,112,6.7,54787,3.71,7.6,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,92,6.8,10485,4.42,8.3,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2010,108,6.5,324898,334.19,5.3,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,98,6.8,391,0.11,6.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,100,7.9,22941,,7.7,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2006,106,5.8,106381,118.68,4.5,0,1
0,0,0,1,0,0,1,0,0,0,1,0,0,2016,123,7.1,17141,7.7,7.9,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2015,100,4.3,121847,56.11,2.7,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,2015,104,6.3,9187,,8,0,1
0,0,0,0,0,0,1,0,0,0,1,0,1,2015,106,7.1,30074,,3.3,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1,2015,91,4.6,30180,35.39,3,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,2015,108,7.1,96688,43.77,7.7,0,1
