Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore_adj,Yes_Top,training
0,0,0,0,1,1,0,0,0,0,0,0,0,2014,108,6.3,125190,54.41,4,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2015,125,6.4,15232,1.98,7.4,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2011,135,7.1,137117,3.03,8,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2009,97,7.1,95480,104.37,7.3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,2010,98,6.8,157499,81.56,6.9,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2012,138,7.3,276347,93.75,7.6,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2015,94,6.7,77447,177.34,5.5,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,2013,131,7.8,77986,0.09,4.9,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,108,6.3,1066,,6.4,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2013,128,7.5,69659,95,6.2,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,2008,123,6.8,198395,81.16,4.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2013,104,7.4,111875,16.17,6.2,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2013,116,6.8,88829,11.33,6.3,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2008,96,7.1,208770,23.21,7,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2008,92,7.6,329788,215.4,7.3,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,111,5.9,9993,54.01,6.7,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2009,115,6.6,297093,125.32,4.9,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2007,123,7.5,55648,36.58,6.4,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2006,107,6.4,136642,41.78,5.2,0,1
0,0,0,1,0,0,1,0,0,1,0,0,0,2008,141,7.8,206793,35.71,6.3,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2010,113,7.2,119376,19.06,4,0,1
0,0,1,0,0,0,1,0,0,0,1,0,0,2016,129,8.4,2421,,8,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2014,81,6.2,32310,66.95,5.4,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2013,85,7.1,100890,1.36,8.1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1,2016,108,6.3,6175,,4.1,0,1
0,0,0,0,0,0,1,1,1,0,0,0,0,2013,120,6.5,61060,0.16,4.6,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2016,110,6.9,7402,3.4,7.8,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2015,122,6.9,20907,0.64,6.7,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2011,99,6.6,20194,52.69,5.1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,2006,126,6.9,270429,133.38,6.6,1,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,116,7.7,21569,3.36,7,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,2009,85,2.7,59512,9.35,4.5,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,2012,93,5.4,64584,44.8,3.1,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2011,107,7,113599,13.77,4.8,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2010,114,6.6,101301,53.36,3.9,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,2007,100,7,221858,28.64,7.8,0,0
0,0,0,0,1,0,0,0,1,0,1,0,0,2013,98,6.9,193579,66.36,5.9,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2013,98,7.3,160592,33.4,7.8,1,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2013,110,5.8,152145,122.51,4.1,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2012,99,5.8,159230,83.64,3.7,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2016,120,6.9,8365,1.91,6.8,0,1
0,0,0,1,1,0,1,0,0,0,0,0,0,2013,125,7.5,125693,83.3,6.5,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,2014,119,6.3,184564,23.01,4.2,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,2011,96,6.9,173919,143.62,6.3,0,0
0,0,0,0,0,0,1,0,0,0,1,1,0,2015,101,6.1,16361,0.03,4.3,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2006,143,7.5,253417,34.3,6.9,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,2011,139,6.8,143517,13.3,8.5,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2012,101,6.5,82874,60.44,3.9,0,1
0,0,0,0,1,0,0,0,1,0,0,0,1,2010,88,5.5,75262,25,5.3,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2011,100,7.7,281625,34.96,7.2,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2016,104,3.5,202,,5.9,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2012,134,6.2,108156,67.52,,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,2011,127,7.1,264480,85.46,5.6,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2008,145,5.5,102547,152.64,5.3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,2008,92,7.1,187077,42.72,4.6,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,2007,105,7.1,174553,,5.5,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2015,123,7.1,61274,34.53,,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,2006,117,7.9,93036,2.28,6.4,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2009,96,6.5,172558,88.92,2.8,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2009,89,5.5,83976,58.72,2.4,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2015,101,6.5,27730,0.81,6.4,0,1
1,1,0,0,0,1,0,0,0,0,0,0,0,2006,105,5.6,118905,34.01,5.8,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2013,98,6.8,55243,3.45,5.9,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2014,102,7.9,237565,177,7.6,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,2014,117,6.2,190833,58.61,5.2,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,110,6.2,1455,,4.3,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2015,95,6.7,12361,14.44,6.3,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,2007,122,6.9,269581,117.14,6.2,0,1
0,0,0,0,1,0,0,0,1,0,0,1,0,2006,95,6.5,64351,7.77,6.9,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2011,106,6.6,187004,75.64,7,0,1
0,0,0,0,0,0,1,1,1,0,0,0,0,2015,133,6.4,17565,0.08,7.2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,87,4.7,4204,,6.8,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,2007,96,7.2,117297,82.23,7.4,0,0
0,0,0,0,0,0,0,0,0,1,0,1,1,2013,89,7.2,66265,0.07,6.5,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2009,122,6.7,33007,36.84,6,0,1
0,0,0,0,0,0,1,1,1,0,0,0,0,2016,156,7.5,17962,0.79,8.1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,2012,103,6.6,257395,85.02,5.1,0,1
0,0,0,0,0,1,1,0,1,0,0,0,0,2007,91,6.7,19351,,2.9,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,2006,147,7.5,199387,2.21,5.6,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2007,113,6.1,155078,70.08,5.1,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2010,97,6.4,67801,0.12,6.2,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,2015,93,6.3,31651,3.64,3.2,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2009,102,6.4,152808,64.15,4.8,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,2015,103,6.8,57921,27.29,3.8,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2006,154,6.1,246797,200.07,7.2,0,1
0,1,0,0,0,0,1,1,0,0,0,0,0,2011,117,4.9,190244,281.28,4.5,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2009,110,7.3,91623,47.54,7.9,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,110,5.9,7475,0.02,2.3,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,86,6.1,3843,,8.6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2012,144,7.1,112902,16.38,,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2011,113,5.9,39380,51.78,5.8,0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,2014,107,6.8,92170,50.46,4.6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,97,5.4,924,,5.2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,97,6.3,2205,,4.6,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,2016,120,6.2,4669,0.22,8.2,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,2006,108,6.6,137502,148.21,6.6,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2009,92,4.4,60655,0.18,3.3,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2010,96,6.8,64535,0.32,5,0,0
1,0,0,0,0,0,1,0,0,0,0,0,1,2016,108,7.3,14689,,8.3,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2009,109,7.4,279694,83.81,,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,2008,98,6.1,50255,0.07,5.8,0,1
0,1,0,0,0,0,1,1,0,0,0,0,0,2010,124,4.9,192740,300.52,5.8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,86,5.8,1292,,7.3,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2011,106,6.1,62095,13.99,3.5,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,2013,119,6.4,132098,42,4.9,0,0
0,0,0,0,0,0,0,1,0,1,0,0,1,2009,99,6.9,72533,,6.6,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2013,132,7.2,93322,116.63,,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2016,91,5.6,3990,0.03,4.8,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2013,100,4.9,166512,60.52,3.3,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,2016,80,6.1,2417,0.15,6.9,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,105,7.8,92076,6.74,7.4,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2011,115,7.3,211348,82.62,8.4,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2010,146,4.3,62403,95.33,2.7,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,2013,95,7.2,65653,1.29,6.1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,2008,105,6.4,173731,36.06,4.3,1,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2014,94,6.2,81823,26.05,3.6,0,1
1,0,0,0,0,0,0,1,1,0,0,0,0,2010,100,5.2,84158,40.17,3.2,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2012,109,7.7,192190,40.98,6.8,0,1
1,0,0,0,0,0,1,0,0,0,0,0,1,2014,117,6.2,73567,30.69,4,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2006,110,7.8,271940,22.49,5.3,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2013,101,7,97141,2.32,6.1,1,1
0,0,0,0,0,0,1,0,0,0,0,1,1,2015,101,5.9,10220,0.01,5.9,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2008,115,6.7,88260,26.81,5,0,0
0,0,0,0,0,1,0,0,1,0,0,0,1,2010,108,6.3,60133,0.09,2.7,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,104,6.9,280,,7.2,0,0
0,0,0,0,0,0,1,0,0,1,0,0,1,2006,180,7,44227,,,0,1
0,1,0,1,0,0,0,0,0,0,0,0,0,2016,122,6.7,1810,,7,0,1
0,1,0,1,0,1,0,0,0,0,0,0,0,2015,123,7.3,92378,10.14,,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,2015,83,3.5,1210,,3.7,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2013,150,6.5,190855,89.29,,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2013,92,4.8,37060,34.33,6.2,0,1
0,0,0,0,0,0,1,0,0,1,0,0,1,2007,105,6.9,193491,80.05,,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2012,123,5.9,64513,38.51,4.7,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,2011,111,6.2,108544,38.18,5.2,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,124,7.4,6753,8.81,7.3,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2016,94,6,20966,59.57,3.7,0,1
0,0,0,0,0,0,1,0,0,1,0,0,1,2015,113,6.2,31634,,3.9,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,92,5,2229,,3.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,97,7,10658,,4.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2011,120,7.6,108772,3.19,7,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,109,7,12048,61.69,4.4,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2014,118,5.3,27312,85.91,3.3,0,1
0,0,0,0,0,0,1,1,0,0,0,0,0,2007,133,7.4,95172,24.34,5.6,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2014,104,6.5,112729,82.39,3,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,2015,111,6.8,21405,42.65,4.7,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,2011,102,5.6,87904,21.56,3.1,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2011,92,5.9,88000,42.58,5,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2014,104,6.3,33688,23.39,3,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,2008,99,7.1,63785,,8.9,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2014,128,7.5,67637,52.07,,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2009,92,6.6,129708,45.8,4.4,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2007,165,8.5,102697,1.2,4.2,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2011,97,6.3,45419,6.92,,0,1
1,1,0,0,0,0,0,0,1,0,0,0,0,2010,97,5.9,140900,60.13,3.7,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2012,88,6.7,164088,54.72,4.8,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2015,111,6.2,27585,,4.5,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,2007,94,5.5,73152,17.54,4.6,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2008,98,6.2,70699,58.01,5,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,2014,93,5.6,4881,,2.2,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,2016,87,5.3,12435,19.64,1.1,0,1
